organisationName,gridReference,year,taxonName,taxonGroup
Scottish Wildlife Trust,NT282721,2004,Betula pendula,Flowering.Plants
Scottish Wildlife Trust,NT282721,2004,Crataegus monogyna,Flowering.Plants
Scottish Wildlife Trust,NT282721,2004,Populus alba x tremula = P. x canescens,Flowering.Plants
Scottish Wildlife Trust,NT282721,2004,Populus nigra x deltoides = P. x canadensis,Flowering.Plants
Scottish Wildlife Trust,NT282721,2004,Sorbus aria,Flowering.Plants
Scottish Wildlife Trust,NT282721,2004,Symphoricarpos albus,Flowering.Plants
Scottish Wildlife Trust,NT282721,2004,Ulmus glabra,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Populus nigra x deltoides = P. x canadensis,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Deschampsia cespitosa subsp. cespitosa,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Myosotis scorpioides,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Salix alba,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Acer pseudoplatanus,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Crataegus monogyna,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Filipendula ulmaria,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Phalaris arundinacea,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Salix cinerea,Flowering.Plants
Scottish Wildlife Trust,NT280722,2004,Populus nigra x deltoides = P. x canadensis,Flowering.Plants
Scottish Wildlife Trust,NT280722,2004,Phalaris arundinacea,Flowering.Plants
Scottish Wildlife Trust,NT280722,2004,Alnus glutinosa,Flowering.Plants
Scottish Wildlife Trust,NT280722,2004,Urtica dioica,Flowering.Plants
Scottish Wildlife Trust,NT280722,2004,Betula pendula,Flowering.Plants
Scottish Wildlife Trust,NT280722,2004,Crataegus monogyna,Flowering.Plants
Scottish Wildlife Trust,NT280722,2004,Rubus fruticosus agg.,Flowering.Plants
Scottish Wildlife Trust,NT280722,2004,Salix alba,Flowering.Plants
Scottish Wildlife Trust,NT280722,2004,Salix cinerea,Flowering.Plants
Scottish Wildlife Trust,NT280722,2004,Solanum dulcamara,Flowering.Plants
Scottish Wildlife Trust,NT280722,2004,Impatiens glandulifera,Flowering.Plants
Scottish Wildlife Trust,NT280722,2004,Juncus effusus,Flowering.Plants
Scottish Wildlife Trust,NT280722,2004,Myosotis scorpioides,Flowering.Plants
Scottish Wildlife Trust,NT280722,2004,Ranunculus repens,Flowering.Plants
Scottish Wildlife Trust,NT282723,2004,Holcus lanatus,Flowering.Plants
Scottish Wildlife Trust,NT282723,2004,Ilex aquifolium,Flowering.Plants
Scottish Wildlife Trust,NT282723,2004,Milium effusum,Flowering.Plants
Scottish Wildlife Trust,NT282723,2004,Sambucus nigra,Flowering.Plants
Scottish Wildlife Trust,NT282723,2004,Tilia cordata,Flowering.Plants
Scottish Wildlife Trust,NT282721,2004,Urtica dioica,Flowering.Plants
Scottish Wildlife Trust,NT282721,2004,Geum urbanum,Flowering.Plants
Scottish Wildlife Trust,NT282721,2004,Sambucus nigra,Flowering.Plants
Scottish Wildlife Trust,NT282721,2004,Impatiens glandulifera,Flowering.Plants
Scottish Wildlife Trust,NT282721,2004,Quercus petraea,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Crataegus monogyna,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Milium effusum,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Fraxinus excelsior,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Sambucus nigra,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Urtica dioica,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Aegopodium podagraria,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Geum urbanum,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Ranunculus repens,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Rubus fruticosus agg.,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Ajuga reptans,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Arum maculatum,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Glechoma hederacea,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Hedera helix,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Mercurialis perennis,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Oxalis acetosella,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Silene dioica,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Viola riviniana,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Ilex aquifolium,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Stachys sylvatica,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Ulmus glabra,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Alnus glutinosa,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Fraxinus excelsior,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Galium palustre,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Juncus effusus,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Ranunculus repens,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Rubus fruticosus agg.,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Salix viminalis,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Urtica dioica,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Cardamine flexuosa,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Betula pubescens,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Populus alba x tremula = P. x canescens,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Rosa canina agg.,Flowering.Plants
Scottish Wildlife Trust,NT278723,2004,Rubus fruticosus agg.,Flowering.Plants
Scottish Wildlife Trust,NT278723,2004,Populus nigra x deltoides = P. x canadensis,Flowering.Plants
Scottish Wildlife Trust,NT278723,2004,Fraxinus excelsior,Flowering.Plants
Scottish Wildlife Trust,NT278723,2004,Urtica dioica,Flowering.Plants
Scottish Wildlife Trust,NT278723,2004,Acer pseudoplatanus,Flowering.Plants
Scottish Wildlife Trust,NT278723,2004,Crataegus monogyna,Flowering.Plants
Scottish Wildlife Trust,NT278723,2004,Salix alba,Flowering.Plants
Scottish Wildlife Trust,NT278723,2004,Deschampsia cespitosa subsp. cespitosa,Flowering.Plants
Scottish Wildlife Trust,NT278723,2004,Betula pendula,Flowering.Plants
Scottish Wildlife Trust,NT278723,2004,Geum urbanum,Flowering.Plants
Scottish Wildlife Trust,NT278723,2004,Prunus padus,Flowering.Plants
Scottish Wildlife Trust,NT278723,2004,Ranunculus repens,Flowering.Plants
Scottish Wildlife Trust,NT278723,2004,Alnus incana,Flowering.Plants
Scottish Wildlife Trust,NT278723,2004,Ilex aquifolium,Flowering.Plants
Scottish Wildlife Trust,NT278723,2004,Impatiens glandulifera,Flowering.Plants
Scottish Wildlife Trust,NT278723,2004,Rhododendron ponticum,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Rubus fruticosus agg.,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Acer pseudoplatanus,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Fraxinus excelsior,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Betula pubescens,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Crataegus monogyna,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Holcus lanatus,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Prunus padus,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Sorbus aria,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Ulmus glabra,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Chamerion angustifolium,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Galium aparine,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Geum urbanum,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Glechoma hederacea,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Hedera helix,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Sambucus nigra,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Symphoricarpos albus,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Digitalis purpurea,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Rosa canina agg.,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Ligustrum vulgare,Flowering.Plants
Scottish Wildlife Trust,NT279725,2004,Stachys sylvatica,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Sambucus nigra,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Epilobium obscurum,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Betula pendula,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Rubus fruticosus agg.,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Urtica dioica,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Agrostis capillaris,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Alnus glutinosa,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Crataegus monogyna,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Galium aparine,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Populus tremula,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Populus nigra x deltoides = P. x canadensis,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Quercus petraea,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Viburnum opulus,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Geum urbanum,Flowering.Plants
Scottish Wildlife Trust,NT283722,2004,Prunus spinosa,Flowering.Plants
Scottish Wildlife Trust,NT283721,2004,Glyceria maxima,Flowering.Plants
Scottish Wildlife Trust,NT283721,2004,Lemna minor,Flowering.Plants
Scottish Wildlife Trust,NT283721,2004,Urtica dioica,Flowering.Plants
Scottish Wildlife Trust,NT283721,2004,Epilobium hirsutum,Flowering.Plants
Scottish Wildlife Trust,NT283721,2004,Impatiens glandulifera,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Salix alba,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Salix cinerea,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Salix pentandra,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Salix viminalis,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Iris pseudacorus,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Myosotis scorpioides,Flowering.Plants
Scottish Wildlife Trust,NT282722,2004,Solanum dulcamara,Flowering.Plants
Botanical Society of Britain and Ireland,NT224747,2004,Lepidium didymum,Flowering.Plants
Botanical Society of Britain and Ireland,NT2575,2004,Campanula trachelium,Flowering.Plants
Botanical Society of Britain and Ireland,NT254754,2004,Carduus tenuiflorus,Flowering.Plants
Botanical Society of Britain and Ireland,NT245762,2004,Vitis vinifera,Flowering.Plants
Botanical Society of Britain and Ireland,NT245762,2004,Campanula portenschlagiana,Flowering.Plants
Botanical Society of Britain and Ireland,NT245762,2004,Campanula trachelium,Flowering.Plants
Botanical Society of Britain and Ireland,NT245762,2004,Circaea lutetiana,Flowering.Plants
Botanical Society of Britain and Ireland,NT2570,2004,Sambucus nigra var. viridis,Flowering.Plants
Botanical Society of Britain and Ireland,NT2475,2004,Lobelia erinus,Flowering.Plants
Botanical Society of Britain and Ireland,NT2475,2004,Gnaphalium luteoalbum,Flowering.Plants
Botanical Society of Britain and Ireland,NT2476,2004,Medicago sativa,Flowering.Plants
Botanical Society of Britain and Ireland,NT284725,2004,Crassula helmsii,Flowering.Plants
Botanical Society of Britain and Ireland,NT278767,2004,Lactuca virosa,Flowering.Plants
Botanical Society of Britain and Ireland,NT257772,2004,Lepidium didymum,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Helictotrichon pratense,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Crataegus monogyna,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Teucrium scorodonia,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Senecio squalidus,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Allium vineale,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Hedera helix,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Echium vulgare,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Helianthemum nummularium,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Minuartia verna,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Geranium sanguineum,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Ulex europaeus,Flowering.Plants
Botanical Society of Britain and Ireland,NT2575,2005,Sagina apetala subsp. erecta,Flowering.Plants
Botanical Society of Britain and Ireland,NT278727,2005,Astragalus danicus,Flowering.Plants
Botanical Society of Britain and Ireland,NT274729,2005,Helictotrichon pratense,Flowering.Plants
Botanical Society of Britain and Ireland,NT274729,2005,Thymus polytrichus,Flowering.Plants
Botanical Society of Britain and Ireland,NT274729,2005,Ulex europaeus,Flowering.Plants
Botanical Society of Britain and Ireland,NT274729,2005,Pilosella officinarum,Flowering.Plants
Botanical Society of Britain and Ireland,NT274729,2005,Sedum acre,Flowering.Plants
Botanical Society of Britain and Ireland,NT274729,2005,Teucrium scorodonia,Flowering.Plants
Botanical Society of Britain and Ireland,NT274729,2005,Pimpinella saxifraga,Flowering.Plants
Botanical Society of Britain and Ireland,NT274729,2005,Helianthemum nummularium,Flowering.Plants
Botanical Society of Britain and Ireland,NT274729,2005,Cerastium fontanum,Flowering.Plants
Botanical Society of Britain and Ireland,NT274729,2005,Festuca ovina,Flowering.Plants
Botanical Society of Britain and Ireland,NT274729,2005,Plantago lanceolata,Flowering.Plants
Botanical Society of Britain and Ireland,NT274729,2005,Lotus corniculatus,Flowering.Plants
Botanical Society of Britain and Ireland,NT274729,2005,Campanula rotundifolia,Flowering.Plants
Botanical Society of Britain and Ireland,NT274729,2005,Succisa pratensis,Flowering.Plants
Botanical Society of Britain and Ireland,NT278727,2005,Astragalus danicus,Flowering.Plants
Botanical Society of Britain and Ireland,NT274729,2005,Anthoxanthum odoratum,Flowering.Plants
Botanical Society of Britain and Ireland,NT274729,2005,Minuartia verna,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Thymus polytrichus,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Teucrium scorodonia,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Senecio squalidus,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Sedum acre,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Echium vulgare,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Helianthemum nummularium,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Myosotis ramosissima,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Festuca ovina,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Ulex europaeus,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Cerastium fontanum,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Geranium molle,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Aira praecox,Flowering.Plants
Botanical Society of Britain and Ireland,NT274728,2005,Helictotrichon pratense,Flowering.Plants
Botanical Society of Britain and Ireland,NT274728,2005,Anthoxanthum odoratum,Flowering.Plants
Botanical Society of Britain and Ireland,NT274728,2005,Thymus polytrichus,Flowering.Plants
Botanical Society of Britain and Ireland,NT274728,2005,Festuca ovina,Flowering.Plants
Botanical Society of Britain and Ireland,NT274728,2005,Lotus corniculatus,Flowering.Plants
Botanical Society of Britain and Ireland,NT274728,2005,Senecio viscosus,Flowering.Plants
Botanical Society of Britain and Ireland,NT274728,2005,Pimpinella saxifraga,Flowering.Plants
Botanical Society of Britain and Ireland,NT274728,2005,Cerastium fontanum,Flowering.Plants
Botanical Society of Britain and Ireland,NT274728,2005,Ulex europaeus,Flowering.Plants
Botanical Society of Britain and Ireland,NT274728,2005,Plantago lanceolata,Flowering.Plants
Botanical Society of Britain and Ireland,NT274728,2005,Galium verum,Flowering.Plants
Botanical Society of Britain and Ireland,NT274728,2005,Teucrium scorodonia,Flowering.Plants
Botanical Society of Britain and Ireland,NT274728,2005,Minuartia verna,Flowering.Plants
Botanical Society of Britain and Ireland,NT279726,2005,Helictotrichon pratense,Flowering.Plants
Botanical Society of Britain and Ireland,NT279726,2005,Aira praecox,Flowering.Plants
Botanical Society of Britain and Ireland,NT279726,2005,Arenaria serpyllifolia,Flowering.Plants
Botanical Society of Britain and Ireland,NT279726,2005,Plantago lanceolata,Flowering.Plants
Botanical Society of Britain and Ireland,NT279726,2005,Veronica arvensis,Flowering.Plants
Botanical Society of Britain and Ireland,NT279726,2005,Myosotis ramosissima,Flowering.Plants
Botanical Society of Britain and Ireland,NT279726,2005,Aphanes arvensis agg.,Flowering.Plants
Botanical Society of Britain and Ireland,NT279726,2005,Helianthemum nummularium,Flowering.Plants
Botanical Society of Britain and Ireland,NT279726,2005,Sedum acre,Flowering.Plants
Botanical Society of Britain and Ireland,NT279726,2005,Cerastium fontanum,Flowering.Plants
Botanical Society of Britain and Ireland,NT279726,2005,Festuca ovina,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Potentilla tabernaemontani,Flowering.Plants
Botanical Society of Britain and Ireland,NT270729,2005,Astragalus danicus,Flowering.Plants
Botanical Society of Britain and Ireland,NT269730,2005,Astragalus danicus,Flowering.Plants
Botanical Society of Britain and Ireland,NT271728,2005,Astragalus danicus,Flowering.Plants
Botanical Society of Britain and Ireland,NT281731,2005,Astragalus danicus,Flowering.Plants
Botanical Society of Britain and Ireland,NT269729,2005,Astragalus danicus,Flowering.Plants
Botanical Society of Britain and Ireland,NT267731,2005,Astragalus danicus,Flowering.Plants
Botanical Society of Britain and Ireland,NT269730,2005,Astragalus danicus,Flowering.Plants
Botanical Society of Britain and Ireland,NT271728,2005,Astragalus danicus,Flowering.Plants
Botanical Society of Britain and Ireland,NT264730,2005,Astragalus danicus,Flowering.Plants
Botanical Society of Britain and Ireland,NT264762,2005,Conyza canadensis,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Sedum acre,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Trifolium repens,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Plantago lanceolata,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Echium vulgare,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Myosotis ramosissima,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Reseda luteola,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Aphanes arvensis agg.,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Vicia sativa,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Erodium cicutarium,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Festuca ovina,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Taraxacum,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Cerastium fontanum,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Aira praecox,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Ononis repens,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Thymus polytrichus,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Centaurea nigra,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Teucrium scorodonia,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Achillea millefolium,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Senecio jacobaea,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Bellis perennis,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Helianthemum nummularium,Flowering.Plants
Botanical Society of Britain and Ireland,NT274730,2005,Helictotrichon pratense,Flowering.Plants
Botanical Society of Britain and Ireland,NT274730,2005,Festuca ovina,Flowering.Plants
Botanical Society of Britain and Ireland,NT274730,2005,Plantago lanceolata,Flowering.Plants
Botanical Society of Britain and Ireland,NT274730,2005,Sedum acre,Flowering.Plants
Botanical Society of Britain and Ireland,NT274730,2005,Cerastium fontanum,Flowering.Plants
Botanical Society of Britain and Ireland,NT274730,2005,Leucanthemum vulgare,Flowering.Plants
Botanical Society of Britain and Ireland,NT274730,2005,Teucrium scorodonia,Flowering.Plants
Botanical Society of Britain and Ireland,NT252732,2005,Sisymbrium orientale,Flowering.Plants
Botanical Society of Britain and Ireland,NT277725,2005,Potentilla tabernaemontani,Flowering.Plants
Botanical Society of Britain and Ireland,NT279726,2005,Potentilla tabernaemontani,Flowering.Plants
Botanical Society of Britain and Ireland,NT274730,2005,Aira praecox,Flowering.Plants
Botanical Society of Britain and Ireland,NT274730,2005,Minuartia verna,Flowering.Plants
Botanical Society of Britain and Ireland,NT282729,2005,Rhamnus cathartica,Flowering.Plants
Botanical Society of Britain and Ireland,NT2575,2005,Linaria vulgaris,Flowering.Plants
Botanical Society of Britain and Ireland,NT282730,2005,Sorbus rupicola,Flowering.Plants
Botanical Society of Britain and Ireland,NT284725,2005,Rhamnus cathartica,Flowering.Plants
Botanical Society of Britain and Ireland,NT253705,2005,Sorbus rupicola,Flowering.Plants
Botanical Society of Britain and Ireland,NT259702,2005,Sorbus rupicola,Flowering.Plants
Botanical Society of Britain and Ireland,NT275731,2005,Sorbus rupicola,Flowering.Plants
Botanical Society of Britain and Ireland,NT27,2005,Rhamnus cathartica,Flowering.Plants
Botanical Society of Britain and Ireland,NT27,2005,Iris foetidissima,Flowering.Plants
Botanical Society of Britain and Ireland,NT27,2005,Cortaderia richardii,Flowering.Plants
Botanical Society of Britain and Ireland,NT228748,2006,Briza maxima,Flowering.Plants
Botanical Society of Britain and Ireland,NT265728,2006,Melissa officinalis,Flowering.Plants
Botanical Society of Britain and Ireland,NT266734,2006,Bromopsis inermis,Flowering.Plants
Botanical Society of Britain and Ireland,NT277747,2006,Allium vineale,Flowering.Plants
Botanical Society of Britain and Ireland,NT235736,2006,Valerianella carinata,Flowering.Plants
Botanical Society of Britain and Ireland,NT215748,2006,Torilis nodosa,Flowering.Plants
Botanical Society of Britain and Ireland,NT257706,2006,Bromopsis inermis,Flowering.Plants
Botanical Society of Britain and Ireland,NT252702,2006,Ruscus aculeatus,Flowering.Plants
Botanical Society of Britain and Ireland,NT262701,2006,Cornus sanguinea,Flowering.Plants
Botanical Society of Britain and Ireland,NT291756,2006,Muscari armeniacum,Flowering.Plants
Botanical Society of Britain and Ireland,NT245748,2006,Allium carinatum,Flowering.Plants
Botanical Society of Britain and Ireland,NT2274,2006,Helleborus orientalis,Flowering.Plants
Botanical Society of Britain and Ireland,NT234736,2006,Eranthis hyemalis,Flowering.Plants
Botanical Society of Britain and Ireland,NT234736,2006,Eranthis hyemalis,Flowering.Plants
Botanical Society of Britain and Ireland,NT248755,2006,Trifolium micranthum,Flowering.Plants
Botanical Society of Britain and Ireland,NT2676,2006,Rorippa microphylla,Flowering.Plants
Botanical Society of Britain and Ireland,NT254755,2006,Atropa belladonna,Flowering.Plants
Botanical Society of Britain and Ireland,NT255756,2006,Cornus sericea,Flowering.Plants
Botanical Society of Britain and Ireland,NT265762,2006,Carex pendula,Flowering.Plants
Botanical Society of Britain and Ireland,NT245747,2006,Spergularia media,Flowering.Plants
Botanical Society of Britain and Ireland,NT2575,2006,Pimpinella major,Flowering.Plants
Botanical Society of Britain and Ireland,NT2676,2006,Trifolium arvense,Flowering.Plants
Botanical Society of Britain and Ireland,NT249767,2006,Campanula trachelium,Flowering.Plants
Botanical Society of Britain and Ireland,NT277747,2006,Lycium barbarum,Flowering.Plants
Botanical Society of Britain and Ireland,NT253755,2006,Bryonia dioica,Flowering.Plants
Botanical Society of Britain and Ireland,NT245749,2006,Rorippa sylvestris,Flowering.Plants
Botanical Society of Britain and Ireland,NT248756,2006,Persicaria capitata,Flowering.Plants
Botanical Society of Britain and Ireland,NT27,2006,Persicaria capitata,Flowering.Plants
Botanical Society of Britain and Ireland,NT27,2006,Briza maxima,Flowering.Plants
Botanical Society of Britain and Ireland,NT2274,2007,Epipactis helleborine,Flowering.Plants
Botanical Society of Britain and Ireland,NT2570,2007,Tanacetum macrophyllum,Flowering.Plants
Botanical Society of Britain and Ireland,NT250763,2007,Salix pentandra,Flowering.Plants
Botanical Society of Britain and Ireland,NT256756,2007,Carduus crispus subsp. multiflorus,Flowering.Plants
Botanical Society of Britain and Ireland,NT257754,2007,Trifolium dubium,Flowering.Plants
Botanical Society of Britain and Ireland,NT257754,2007,Trifolium micranthum,Flowering.Plants
Botanical Society of Britain and Ireland,NT254751,2007,Vulpia bromoides,Flowering.Plants
Botanical Society of Britain and Ireland,NT228748,2007,Briza maxima,Flowering.Plants
Botanical Society of Britain and Ireland,NT277749,2007,Calystegia silvatica subsp. disjuncta,Flowering.Plants
Botanical Society of Britain and Ireland,NT255747,2007,Atropa belladonna,Flowering.Plants
Botanical Society of Britain and Ireland,NT2075,2007,Vinca major,Flowering.Plants
Botanical Society of Britain and Ireland,NT246756,2007,Oxalis exilis,Flowering.Plants
Botanical Society of Britain and Ireland,NT249767,2007,Scrophularia umbrosa,Flowering.Plants
Botanical Society of Britain and Ireland,NT2576,2007,Thlaspi arvense,Flowering.Plants
Botanical Society of Britain and Ireland,NT2576,2007,Symphytum officinale,Flowering.Plants
Botanical Society of Britain and Ireland,NT248755,2007,Cortaderia richardii,Flowering.Plants
Botanical Society of Britain and Ireland,NT281725,2007,Apium nodiflorum,Flowering.Plants
Botanical Society of Britain and Ireland,NT2575,2007,Crocosmia pottsii x aurea = C. x crocosmiiflora,Flowering.Plants
Botanical Society of Britain and Ireland,NT2575,2007,Solidago gigantea,Flowering.Plants
Botanical Society of Britain and Ireland,NT2575,2007,Lactuca virosa,Flowering.Plants
Botanical Society of Britain and Ireland,NT247757,2007,Gnaphalium luteoalbum,Flowering.Plants
Botanical Society of Britain and Ireland,NT2075,2007,Eranthis hyemalis,Flowering.Plants
Botanical Society of Britain and Ireland,NT2174,2007,Hyacinthoides hispanica,Flowering.Plants
Botanical Society of Britain and Ireland,NT228746,2007,Vulpia myuros,Flowering.Plants
Botanical Society of Britain and Ireland,NT243739,2007,Polypogon viridis,Flowering.Plants
Botanical Society of Britain and Ireland,NT243755,2007,Epipactis helleborine,Flowering.Plants
Botanical Society of Britain and Ireland,NT2670,2007,Scrophularia vernalis,Flowering.Plants
Botanical Society of Britain and Ireland,NT2477,2007,Alchemilla mollis,Flowering.Plants
Botanical Society of Britain and Ireland,NT253752,2007,Geranium endressii x versicolor = G. x oxonianum,Flowering.Plants
Plantlife International,NT283722,2007,Crassula helmsii,Flowering.Plants
Plantlife International,NT283722,2007,Crassula helmsii,Flowering.Plants
Plantlife International,NT284721,2007,Crassula helmsii,Flowering.Plants
Botanical Society of Britain and Ireland,NT2675,2007,Geranium pyrenaicum,Flowering.Plants
Botanical Society of Britain and Ireland,NT2270,2007,Geranium pusillum,Flowering.Plants
Botanical Society of Britain and Ireland,NT238751,2007,Sherardia arvensis,Flowering.Plants
Botanical Society of Britain and Ireland,NT291759,2007,Lactuca virosa,Flowering.Plants
Botanical Society of Britain and Ireland,NT243739,2007,Puccinellia distans subsp. distans,Flowering.Plants
Botanical Society of Britain and Ireland,NT2270,2007,Pilosella officinarum,Flowering.Plants
