Class,Order,Common Name,Country list,Region,system,biome,realm,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Actinopterygii,Mugiliformes,Striped mullet,South Africa,Africa,Freshwater,Temperate coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,3.9,,0.4,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Mugiliformes,Striped mullet,South Africa,Africa,Freshwater,Temperate coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,0.3,,0.6,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Mugiliformes,Freshwater mullet,South Africa,Africa,Freshwater,Temperate coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,0.7,,0.4,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Mugiliformes,Flathead mullet / Grey mullet,South Africa,Africa,Freshwater,Temperate coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,1.5,,4.7,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Mugiliformes,South african mullet,South Africa,Africa,Freshwater,Temperate coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,12.45,,29.85,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Mugiliformes,South african mullet,South Africa,Africa,Freshwater,Temperate coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,6.35,,25.3,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Mugiliformes,Flathead mullet / Grey mullet,South Africa,Africa,Freshwater,Temperate coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,1.3,,15.45,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Leerfish,South Africa,Africa,Freshwater,Temperate coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,0.1,,1.7,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Smallspotted grunter,South Africa,Africa,Freshwater,Temperate coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,1.7,,1.4,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,White steenbras,South Africa,Africa,Freshwater,Temperate coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,0.3,,0.7,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,White steenbras,South Africa,Africa,Freshwater,Temperate coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,0.5,,1.7,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Full moony,South Africa,Africa,Freshwater,Temperate coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,3.25,,5.45,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Full moony,South Africa,Africa,Freshwater,Temperate coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,8.05,,7.5,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Cape stumpnose,South Africa,Africa,Freshwater,Temperate coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,13.45,,7.95,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Cape stumpnose,South Africa,Africa,Freshwater,Temperate coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,43.6,,11.7,,,,,,,,,,,,,,,,,,,,,
Aves,Podicipediformes,Great-crested grebe,South Africa,Africa,Freshwater,Temperate coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,63,,,,,,,,,,,,,,,,
Aves,Podicipediformes,Great-crested grebe,South Africa,Africa,Freshwater,Temperate coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,63,,,,,,,,,,,,,,,,
Actinopterygii,Siluriformes,White baggar,South Africa,Africa,Freshwater,Temperate coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,1,,9.2,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Mugiliformes,Freshwater mullet,South Africa,Africa,Freshwater,Temperate floodplain rivers and wetlands,Afrotropical,,,,,,,,,,,,0.03,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Aves,Anseriformes,Yellow-billed duck,South Africa,Africa,Freshwater,Temperate upland rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,620,1162,,,,,,,,,,,,,,,,
Amphibia,Anura,African bullfrog / Giant bullfrog,South Africa,Africa,Freshwater,Temperate upland rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,225,,220,200,190,,180,,150,,65,,,,,,,,,,,,
Aves,Charadriiformes,Pied avocet,South Africa,Africa,Freshwater,Temperate upland rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,1401,,,,,,,,,,,,,,,,
Aves,Charadriiformes,King gull,South Africa,Africa,Freshwater,Temperate upland rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,920,343,,,,,,,,,,,,,,,,
Aves,Gruiformes,Red-knobbed coot,South Africa,Africa,Freshwater,Temperate upland rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,5425,6497,,,,,,,,,,,,,,,,
Actinopterygii,Mugiliformes,Freshwater mullet,South Africa,Africa,Freshwater,Temperate upland rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,2.6,16.3,0.3,8.9,34.8,2.7,25.2,19.5,82.6,18.8,,,,,,,,,
Aves,Pelecaniformes,Great cormorant / Cormorant,South Africa,Africa,Freshwater,Temperate upland rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,586,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Great cormorant / Cormorant,South Africa,Africa,Freshwater,Temperate upland rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,701,586,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Mozambique tilapia,South Africa,Africa,Freshwater,Temperate upland rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,7.1,0.3,0,8.1,0.8,9,24.9,2.5,0.1,,,,,,,,,
Actinopterygii,Perciformes,River goby,South Africa,Africa,Freshwater,Temperate upland rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8,120.6,30.1,7.5,13.7,6.4,36.8,214.6,51.1,0,,,,,,,,,
Aves,Anseriformes,Southern pochard,Botswana,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,729,1030,,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Black tern,Benin,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,1172,3393,,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Black-winged stilt,Ghana,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022,636,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Black-winged stilt,Ghana,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,3267,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Black-winged stilt,Ghana,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,530,603,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Black-winged stilt,Ghana,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140,1900,,,,,,,,,,,,,,,,
Aves,Ciconiiformes,Little egret,Benin,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,437,1682,,,,,,,,,,,,,,,,,
Aves,Ciconiiformes,Little egret,Ghana,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,780,694,,,,,,,,,,,,,,,,
Aves,Ciconiiformes,Little egret,Ghana,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220,2360,,,,,,,,,,,,,,,,
Aves,Ciconiiformes,Western reef-egret,Ghana,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,719,,,,,,,,,,,,,,,,
Aves,Coraciiformes,Pied kingfisher,Benin,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,92,354,,,,,,,,,,,,,,,,,
Reptilia,Crocodylia,Nile crocodile,"Tanzania, United Republic Of",Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,6.75,11.83,,,10.49,,10.1,19.98,,,16.9,,,,,,,,,,,,,,,
Reptilia,Crocodylia,Nile crocodile,"Tanzania, United Republic Of",Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,3.15,,,,,2.63,5.55,,,3.55,,,,,,,,,,,,,,,
Reptilia,Crocodylia,Nile crocodile,"Tanzania, United Republic Of",Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,1.57,,,,,1.59,1.67,,,2.27,,,,,,,,,,,,,,,
Reptilia,Crocodylia,Nile crocodile,"Tanzania, United Republic Of",Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,2.86,,,,,2.84,5.6,,,6.1,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Mozambique tilapia,South Africa,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,31,73.1,302,388.6,,,,,,,,,,,,,,,,,,,
Actinopterygii,Siluriformes,North african catfish,South Africa,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.3,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,River goby,South Africa,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,2,81.1,60,377.4,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Tank goby,South Africa,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Silver moony,South Africa,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,49,58.8,9.2,2.5,,,,,,,,,,,,,,,,,,,
Actinopterygii,Mugiliformes,Freshwater mullet,South Africa,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,252,114.5,90.4,101.8,,,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Picnic seabream / Goldsilk seabream,South Africa,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,3,4.8,,43.1,,,,,,,,,,,,,,,,,,,
Actinopterygii,Cypriniformes,Threespot barb,"Mozambique, Malawi",Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.428,7.837,,,,,,,,,,
Actinopterygii,Cypriniformes,Threespot barb,"Mozambique, Malawi",Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.428,7.837,,,,,,,,,,
Actinopterygii,Cypriniformes,Straightfin barb,"Mozambique, Malawi",Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.63,5.377,,,,,,,,,,
Actinopterygii,Cypriniformes,Straightfin barb,"Mozambique, Malawi",Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.63,5.377,,,,,,,,,,
Aves,Ciconiiformes,Saddle-billed stork,South Africa,Africa,Freshwater,Tropical and subtropical coastal rivers,Afrotropical,,,,,,,,,,,,,,,,,,22,27,32,19,26,50,43,,,,,,,,,,,,,,,,,,,,,
Mammalia,Artiodactyla,Roan antelope,Rwanda,Africa,Terrestrial,Tropical and subtropical dry broadleaf forests,Afrotropical,,,150,,,,,,,,,,,,,,,,175,,,,144,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Primates,Grey mouse-lemur,Madagascar,Africa,Terrestrial,Tropical and subtropical dry broadleaf forests,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,25,31,37,,,,,,,,,,,,,,,,,
Mammalia,Proboscidea,African elephant,"Congo, The Democratic Republic Of The",Africa,Terrestrial,Tropical and subtropical dry broadleaf forests,Afrotropical,,,,,,,,,,20000,,,,,8000,,,,,,,,,,11175,,,,,,,,,,,,,,,,,,,,
Reptilia,Squamata,Gaboon adder,Nigeria,Africa,Terrestrial,Tropical and subtropical dry broadleaf forests,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,17,21,20,23,20,16,11,5,4,4,2,5,3,5,,,,,,
Reptilia,Squamata,Rhinoceros viper,Nigeria,Africa,Terrestrial,Tropical and subtropical dry broadleaf forests,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,16,15,16,16,5,4,2,0,1,1,1,2,1,,,,,,,
Reptilia,Testudines,Aldabra giant tortoise,Seychelles,Africa,Terrestrial,Tropical and subtropical dry broadleaf forests,Afrotropical,,,,,18227,,,,,,,,,,,,,,,,,,,,,,,10667,,,,,,,,,,,,,,,,,
Reptilia,Testudines,Aldabra giant tortoise,Seychelles,Africa,Terrestrial,Tropical and subtropical dry broadleaf forests,Afrotropical,,,,,56776,,,,,,,,,,,,,,,,,,,,,,,38086,,,,,,,,,,,,,,,,,
Reptilia,Testudines,Aldabra giant tortoise,Seychelles,Africa,Terrestrial,Tropical and subtropical dry broadleaf forests,Afrotropical,,,,,25738,,,,,,,,,,,,,,,,,,,,,,,23550,,,,,,,,,,,,,,,,,
Reptilia,Testudines,Aldabra giant tortoise,Seychelles,Africa,Terrestrial,Tropical and subtropical dry broadleaf forests,Afrotropical,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,3856,,,,,,,,,,,,,,,,,
Reptilia,Testudines,Aldabra giant tortoise,Seychelles,Africa,Terrestrial,Tropical and subtropical dry broadleaf forests,Afrotropical,,,,,1235,,,,,,,,,,,,,,,,,,,,,,,1976,,,,,,,,,,,,,,,,,
Aves,Anseriformes,White-faced whistling-duck,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,5427,15317,,,,,,,,,,,,,,,,,
Aves,Anseriformes,Spur-winged goose,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,2928,5249,,,,,,,,,,,,,,,,,
Aves,Anseriformes,Combe duck / Knob-billed duck,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,681,1184,,,,,,,,,,,,,,,,,
Aves,Anseriformes,Common pintail / Northern pintail,Senegal,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,36446,53430,119460,,,,,,,,,,,,,,,,
Aves,Anseriformes,Northern shoveler,Senegal,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,15665,16356,11401,,,,,,,,,,,,,,,,
Aves,Anseriformes,White-faced whistling-duck,Senegal,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32249,35700,,,,,,,,,,,,,,,,
Aves,Anseriformes,Fulvous whistling-duck,Mali,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,7733,2795,,,,,,,,,,,,,
Aves,Anseriformes,Spur-winged goose,Mali,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,5760,3220,,,,,,,,,,,,,
Aves,Anseriformes,White-faced whistling-duck,Mali,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7760,47310,70950,,,,,,,,,,,,,
Aves,Anseriformes,African pygmy-goose,Mali,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,12,,,,,,,,,,,,,
Aves,Anseriformes,Garganey,Mali,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209130,515680,744000,,,,,,,,,,,,,
Aves,Anseriformes,Northern shoveler,Mali,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,200,195,,,,,,,,,,,,,
Aves,Anseriformes,Ferruginous duck,Mali,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7800,13020,14300,,,,,,,,,,,,,
Mammalia,Artiodactyla,Hippopotamus,"Tanzania, United Republic Of",Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,1518,,,,784,,,,574,,,,,,,,,,,,,,,,,
Mammalia,Artiodactyla,Black lechwe,Zambia,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,25254,,,,,,,,,,40825,,,,,33845,38994,32083,26697,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Artiodactyla,Hippopotamus,Zambia,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,4919,5147,4765,5151,,4884,6293,6544,6832,6580,6741,5522,5289,6321,6495,5651,5500,5353,6449,5886,5226,5330,4904,5189,5938,6169,6272,,6350,6130,6369,,6318,6331,6150,6738,6777,,
Aves,Charadriiformes,Ruff,Mali,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148000,135000,188000,,,,,,,,,,,,,
Aves,Charadriiformes,African jacana,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,225,492,,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Snipe / Common snipe,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,3,29,,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Little stint / Lesser stint,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,138,328,,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Collared pratincole / Red-winged pratincole,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,1812,6360,,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Grey-headed gull,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,390,654,,,,,,,,,,,,,,,,,
Aves,Charadriiformes,White-winged tern,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,68,248,,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Little ringed plover,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Whiskered tern,Mali,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,997,2376,,,,,,,,,,,,,,,,,
Aves,Charadriiformes,Kittlitz's plover / Kittlitz's sandplover,Zambia,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,699,,845,,,,,,,,,,,,,,,,
Aves,Ciconiiformes,Black-crowned night heron,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,236,1027,,,,,,,,,,,,,,,,,
Aves,Ciconiiformes,Little egret,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,450,942,,,,,,,,,,,,,,,,,
Aves,Ciconiiformes,Glossy ibis,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,593,2344,,,,,,,,,,,,,,,,,
Aves,Ciconiiformes,Black heron,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,1558,795,,,,,,,,,,,,,,,,,
Aves,Ciconiiformes,Yellow-billed egret,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,119,18,,,,,,,,,,,,,,,,,
Aves,Ciconiiformes,Marabou stork,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,912,372,,,,,,,,,,,,,,,,,
Reptilia,Crocodylia,Nile crocodile,Botswana,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,62,,,,,30,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Crocodylia,Nile crocodile,Zambia,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,13,,,,,12,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reptilia,Crocodylia,Nile crocodile,Zambia,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,,,,,,,22.2,,,,,,,,,,,
Actinopterygii,Cypriniformes,Moggel,South Africa,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,0.1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Actinopterygii,Cypriniformes,Moggel,South Africa,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,0.1,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
Aves,Gruiformes,Black crowned-crane,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,402,1804,,,,,,,,,,,,,,,,,
Aves,Gruiformes,Wattled crane,Zambia,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,442,,195,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Long-tailed cormorant,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,1117,2330,,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Long-tailed cormorant,Cameroon,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,1117,2330,,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Long-tailed cormorant,Mali,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,3725,5937,,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Long-tailed cormorant,Mali,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,3725,5937,,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Long-tailed cormorant,Mali,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,625,3350,,,,,,,,,,,,,,,,,
Aves,Pelecaniformes,Long-tailed cormorant,Mali,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,625,3350,,,,,,,,,,,,,,,,,
Actinopterygii,Perciformes,Mozambique tilapia,South Africa,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,0,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,
Aves,Phoenicopteriformes,Lesser flamingo,"Ethiopia, Kenya, Sudan, Uganda, South Africa",Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,5056800,,,,,,,,,,,,,,,,,,,4028617,,,,,,,,,,,,,,,,,,,,
Aves,Phoenicopteriformes,Caribbean flamingo / Greater flamingo,Mauritania,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,10090,3100,,,,,,,,,,,,,,,,,
Aves,Phoenicopteriformes,Caribbean flamingo / Greater flamingo,Mauritania,Africa,Freshwater,Tropical and subtropical floodplain rivers and wetland complexes,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,,,,,10090,3100,,,,,,,,,,,,,,,,,
Mammalia,Artiodactyla,African buffalo / Cape buffalo,Uganda,Africa,Terrestrial,Tropical and subtropical moist broadleaf forests,Afrotropical,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,,,
Mammalia,Artiodactyla,Hartebeest / Swayne's hartebeest,"Tanzania, United Republic Of",Africa,Terrestrial,Tropical and subtropical moist broadleaf forests,Afrotropical,,,,,,,,,,,,,,,,,,,,,,0.9,0.5,,,,,0.8,,,,1.7,,,,,,,,,,,,,
Mammalia,Artiodactyla,White-bearded wildebeest / Blue wildebeest,"Tanzania, United Republic Of",Africa,Terrestrial,Tropical and subtropical moist broadleaf forests,Afrotropical,,,,,,,,,,,,,,,,,,,,,,0.1,0.3,,,,,0.5,,,,3.7,,,,,,,,,,,,,
Mammalia,Artiodactyla,Giraffe,"Tanzania, United Republic Of",Africa,Terrestrial,Tropical and subtropical moist broadleaf forests,Afrotropical,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,,,,,0.5,,,,0.9,,,,,,,,,,,,,
Mammalia,Artiodactyla,Waterbuck,"Tanzania, United Republic Of",Africa,Terrestrial,Tropical and subtropical moist broadleaf forests,Afrotropical,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0.2,,,,1,,,,,,,,,,,,,
